Screen Name,Location,Tweet
jainpinki972,"New Delhi, India","RT @Lifeisall2020Pr: #JioFiber #Jio #jiospeed #jiopages @reliancejio @JioCare @fiber_jio  this is very disappointing, this is how you solve…"
mickiethommen2,,RT @imshubhamgupta: @JioMart_Support I had placed order on 26 May ..... and still it’s not delivered. I had made complain also on 2nd June…
AmanShriwastav8,,"RT @Praveen94300: Very bad jio network in my area
No call connect no internet access
Problem consistent from last 3 years
Whole village pro…"
User Name,User Location,Tweet
djb3sra,"Jamshedpur, India","My Jio Fiber is not working.
Red light is blinking throughout.
Worst service. I won't recommend my friend's to inst… https://t.co/xdHIORxK4E"
sandipgupta,"Kolkata, India",Why calls made to #Jio number are getting deducted from my non-Jio minutes? @JioCare
Onlinegurupk2,"West Bengal, India","👍 on @YouTube: #Subhotam multitrade || How to Recharge Rs 1250 in Subhotam multitrade ||SMPLMART #JIO,#tech news,# https://t.co/aVoDMDt7Un"
Onlinegurupk2,"West Bengal, India","👍 on @YouTube: HOW TO EARN MONEY FROM HOME || SMPLMART BUSINESS plan || #SMPLMART #jiojob ,#jio #Recruitmen https://t.co/MErUNt6IpL"
Harish_khatua,balasore,#Jio network is not working properly at #cuttack
aviiinash,"Pune, India","RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
smarwah82,Mumbai,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Shashank_9292,Hyderbad,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
venkataramana5,banglore,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Ripan_Das6,"Agartala, India",@reliancejio #Airtel vs #Jio i love airtel i ht jio https://t.co/yvGi3mUgSi
rahuln89,,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
akshayjbhattad,Bangalore ,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Break_Silenc,India,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
santosh_2207,"Bengaluru South, India","RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Rizvi84Shozab,,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
badhdhakishti,Hyderabad/Chikmagalur,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
paulasset,kolkata,"For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's inve… https://t.co/gOIGCh6iYj"
shivkumar_jsr,"Gamharia, Saraikela Kharsawan",.@JioCare Since last couple of days I am facing the problem of very slow speed of data connectivity with my #Jio Pr… https://t.co/tAidXOsuFo
espreson,"Asansol, India","Your #jio now faster with 1.1.1.1
https://t.co/iuXP1MwjkE"
probuddha,INDIA,@JioCare @DoT_India This is the speed I have been getting from JIO network and they are not taking any corrective a… https://t.co/7k2x59TMqY
imijanur,"Kolkata, India",#jio network #shame on business leaders of our country https://t.co/QJHxVs2QHV
tw_veda,"Kolkata, India","So, just go upgraded to 300 Mbps JioFibre. Do your calculation @JioCare  @JioFibre  #JioFiber  #JioFiberMovement… https://t.co/k87Sq1dDCH"
bk877754,"Jharkhand, India",#IndiaForFreeSpeech do you know India can ban or boycott Chinese product but India can't boycott or forbid Chinese… https://t.co/VEZlKpjvvS
kunal_abhi,Kolkata,@reliancejio @mumbaiindians @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in… https://t.co/OAkvBdts95
kunal_abhi,Kolkata,@reliancejio @RCBTweets @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in var… https://t.co/mqvlDmoI8S
kunal_abhi,Kolkata,@reliancejio @RCBTweets @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in var… https://t.co/GJFqwglUe1
kunal_abhi,Kolkata,@reliancejio @lionsdenkxip @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in… https://t.co/9YLh5Ylono
kunal_abhi,Kolkata,@reliancejio @deepikapadukone @RanveerOfficial @JioCare @reliancejio pathetic #internet #speed. #Jio started cheati… https://t.co/IIfQ87K2AR
kunal_abhi,Kolkata,@JioCare @kokilraftaar @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/RPbPDwSKQF
kunal_abhi,Kolkata,@kokilraftaar @reliancejio @JioGigaFibre @JioCare @JioCare @reliancejio pathetic #internet #speed. #Jio started che… https://t.co/42FqY3wTOr
kunal_abhi,Kolkata,@mrcraju @JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customer… https://t.co/sTAJJ92NTZ
kunal_abhi,Kolkata,@Sandeep73411691 @JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its… https://t.co/X3aCZ4dI8z
kunal_abhi,Kolkata,@JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/uLPqIBrPrc
kunal_abhi,Kolkata,@raashi_yadav08 @reliancejio @JioCare @reliancegroup @KTRTRS @JioCare @reliancejio pathetic #internet #speed. #Jio… https://t.co/l0fYSjXS1m
kunal_abhi,Kolkata,@KumarNavin82 @JioCare @reliancejio @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its cust… https://t.co/lA1yaDe8do
kunal_abhi,Kolkata,@KumarNavin82 @JioCare @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/Nl9YhEqSwg
kunal_abhi,Kolkata,@JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in various ways. Bloody… https://t.co/fpG09MNbpF
DekhReview,"Kolkata, India","₹275 Cashback On Bill Payment, Recharge, Electricity ⚡⚡⚡ Google Play Redeem Code | @DekhReview

Link :… https://t.co/1Mt0qfMUew"
User Name,User Location,Tweet
ranajig,"New Delhi, India",@geetv79 Super Intelligence will be when Internet in India will be declared a National Resource...an essential comm… https://t.co/fbuDtglyUP
VinayKu30300765,"Gorakhpur, India",RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/xWM2eisGuZ"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/rOzlTJLPar"
emelinegerbaud2,,RT @imshubhamgupta: @JioMart_Support I had placed order on 26 May ..... and still it’s not delivered. I had made complain also on 2nd June…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/U3WpKednNv"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/LI6MKc1JAO"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/rsrXDA59GQ"
JaiLakshwani,"Delhi,India",@Airtel_Presence @airtelindia if your IT infrastructure is not ready yet to start broadband connection for the new… https://t.co/jfsNqzxU2H
devang_jain,"Noida, India",@reliancejio @JioCare #JIO #jiospeed have you guys ever wondered how shitty your internet is working even at 1 at t… https://t.co/Cmity7ztGq
ranajig,"New Delhi, India",@shirishag75 @terence_fdes The 1st. thing that @INCIndia should do is nationalize Internet as it has become an Esse… https://t.co/yxUVL8I3es
shirishag75,Pune,RT @ranajig: @terence_fdes Its #JioMart...thats why the Monopoly of Internet providers must end...Nationalise #JIO ASAP...
ranajig,"New Delhi, India",@terence_fdes Its #JioMart...thats why the Monopoly of Internet providers must end...Nationalise #JIO ASAP...
adis_talker,"New Delhi, India",@reliancejio I m looking out for basic plan for porting number from @BSNL_HR to Delhi network as the network is not… https://t.co/PXo1IGthUa
SmartDrongo,"Thanesar, India","RT @ChopRashubham80: @JioCare worst network. And i have ported my number from airtel to jio. But you are the worst. 
Pin -132024
#Dachar #n…"
ChopRashubham80,"New Delhi, India","@JioCare worst network. And i have ported my number from airtel to jio. But you are the worst. 
Pin -132024
#Dachar… https://t.co/WSgPjbtzYe"
MAYANK8382,"Ahmadabad City, India","RT @ParthaB34769052: #BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ParthaB34769052,"Chandigarh, India","#BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ARathi_1988,"New Delhi, India","Shame on you #airtel 

This is what you call as the fastest network according to #ookla 

With full 4G Network sign… https://t.co/OrcPHs1h33"
HarshRa40775502,,"RT @kasifiqbal4700: #jio 👎 
They are fooling us on the name of #jio customer care.
Time to port my jio sum.
@JioCare 
@reliancejio"
kasifiqbal4700,delhi,"#jio 👎 
They are fooling us on the name of #jio customer care.
Time to port my jio sum.
@JioCare 
@reliancejio"
DuraniIrfaan,New Delhi,@iiamrohit @JioCare @iiamrohit they have a monopolistic attitude right now. But how long @reliancejio. @JioCare you… https://t.co/aj3AnlKP5S
DuraniIrfaan,New Delhi,@Airtel_Presence @Airtel_Presence I've to bear @reliancejio @JioCare for 1 more month for the port. Until pray Almi… https://t.co/FDGBhPFdl0
ThsIs_Akanksha,Saharanpur,"Such a poor internet service of @reliancejio in our area. Looking forward to to get help from @JioCare 

Looks like… https://t.co/YKt2ypqY3v"
KaviNiketan,"Dehradun, India","If you are feeling un-noticed in life.............Type ""PORT Mobile number""   .... and send to 1900

#Airtel #vodafoneindia #JIO 😄😄😄😄"
Bhaumik24,"New Delhi, India",Bad service of JIO. They deactivate my jio number and giving no solution. Irresponsible behaviour of JIO for their… https://t.co/9tVqXVCBqx
BhaskarMandvi,"New Delhi, India","@soorajnr2008 @ViCustomerCare @8ap @AmreliaRuhez @stufflistings @ManojSaru When I got msg about it was resolved, ne… https://t.co/8LszqDCUn8"
Sanjiv40551468,"Gurgaon, India",Hey @reliancejio @JioCare why am i getting spam SMS copy attached when I am on DND? @TRAI please note most ineffici… https://t.co/mkMh6a0k51
hello2narsinh,Universe,"RT @Aakashbittu: @JioCare See the conversation going on DM from last ten days.... And how you guys irritate.

@reliancejio @IMGReliance @ri…"
hemantr93443109,"New Delhi, India",#jiospeed my jio sim not working please check my mobile no-8279357714 already full recharge but not calling any mobile sim  please check
GeraMudit,"New Delhi,India",Indian telecommunications giant Reliance Jio has announced three new all-in-one prepaid annual plans.#Jio… https://t.co/8ctBlHSRcF
indiahottopics,"New Delhi, India","JIO INTRODUCES NEW ALL-IN-ONE PLANS WITH UP TO 504GB DATA WITH 336-DAY VALIDITY FOR JIOPHONE

Read At :… https://t.co/N4oEbv18jd"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/OTlOCafct6"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/GdluyoHVvF"
TheEnvoyWeb,"New Delhi, India",The partnership between @NetflixIndia and @reliancejio to offer a free mobile-only subscription to post-paid subscr… https://t.co/tViVJeMMNl
satishtezaa,"New Delhi, India",RT @samirsaran: This is #IndiaTech. #Jio now has capability to offer frontier technology solutions to India and the world. 👏🏻 https://t.co/…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/eKLsVwQsCk"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/h3mGz9iXkB"
Aakashbittu,"Gurgaon, Haryana","@JioCare See the conversation going on DM from last ten days.... And how you guys irritate.

@reliancejio… https://t.co/aMt2aei6Mm"
BStabilizer,"Delhi, India","For months I've been saying this!!! Super congrats !
Now time to buy Jiomart items through whatsapp!!
This is how F… https://t.co/NsdkNtOVFV"
vibhugaur,Delhi,"Reliance Jio #Phone  Users Get 3 New All-in-One Prepaid Annual Plans With Up to 504GB #Data , 336 Days #Validity.… https://t.co/k7J2uduSZn"
care_DIR,WorldWideWeb,RT @VikashS35062029: #JIO Internet speed is too slow.. Worst customer support...
care_DIR,WorldWideWeb,RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
sachetmathur5,"new delhi, india","#JioFiber is the worst service I've ever seen. It's been more than 2 weeks, still waiting for relocation installati… https://t.co/huqOOaSSyF"
VijaySharmaSir,"Agra, India","@JioCare no speed after using daily limit, what is the purpose of giving unlimited data, when you can't use even… https://t.co/hngEPaP4wT"
sailor_jag,hisar,Does @reliancejio really gives 4G speed. I don't think.  #fraud #jio #trai #internet #4G
ranajig,"New Delhi, India","@manaman_chhina @GauravPandhi Thank God its winter weather, no need for AirCons...they have mistreated an Elected C… https://t.co/nlYbpZRhpl"
vipin_vats_,"New Delhi, India",@JioCare what to say about you #jio ? I have problem for last 4 days and we have 4 connection under the same roof.… https://t.co/07PATcgnqu
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
